Name	ORF
QCR10	YHR001W-A
DIA4	YHR011W
COX6	YHR051W
PAN5	YHR063C
SSZ1	YHR064C
PTC7	YHR076W
RTC3	YHR087W
GGA2	YHR108W
TOM71	YHR117W
ANS1	YHR126C
NSG1	YHR133C
YHR138C	YHR138C
SOL3	YHR163W
ROF1	YHR177W
GND1	YHR183W
SSP1	YHR184W
CTF8	YHR191C
PPX1	YHR201C
CRG1	YHR209W
YHR214W-A	YHR214W-A
IMA3	YIL172C
CSS1	YIL169C
YIL165C	YIL165C
NIT1	YIL164C
OM45	YIL136W
QDR2	YIL121W
HIS5	YIL116W
FIS1	YIL065C
GVP36	YIL041W
TIM44	YIL022W
YIL014C-A	YIL014C-A
PDR11	YIL013C
CFD1	YIL003W
AIM21	YIR003W
DAL7	YIR031C
IRC24	YIR036C
VTH2	YJL222W
YJL218W	YJL218W
YJL215C	YJL215C
YJL213W	YJL213W
ELO1	YJL196C
RFA3	YJL173C
CPS1	YJL172W
ASG7	YJL170C
ERG20	YJL167W
QCR8	YJL166W
YJL163C	YJL163C
FMP33	YJL161W
SNA3	YJL151C
SFH5	YJL145W
PHO86	YJL117W
VTC4	YJL012C
CCT8	YJL008C
COX16	YJL003W
SUI2	YJR007W
SPC1	YJR010C-A
YJR015W	YJR015W
ILV3	YJR016C
TES1	YJR019C
CYC1	YJR048W
CCT5	YJR064W
STE18	YJR086W
YJR096W	YJR096W
YJR115W	YJR115W
STR2	YJR130C
MNS1	YJR131W
TIM8	YJR135W-A
DAN1	YJR150C
DAL5	YJR152W
AAD10	YJR155W
SAC1	YKL212W
FAT3	YKL187C
LOT5	YKL183W
KKQ8	YKL168C
MRP49	YKL167C
SDH3	YKL141W
PGM1	YKL127W
APE1	YKL103C
SRX1	YKL086W
MDH1	YKL085W
YKL069W	YKL069W
YNK1	YKL067W
YKL066W	YKL066W
BLI1	YKL061W
MDM35	YKL053C-A
UGP1	YKL035W
MAE1	YKL029C
MAK11	YKL021C
MRT4	YKL009W
SFT1	YKL006C-A
VPS1	YKR001C
RPC37	YKR025W
YKR041W	YKR041W
PLN1	YKR046C
NAP1	YKR048C
FMP46	YKR049C
KTR2	YKR061W
MSA2	YKR077W
MTD1	YKR080W
HBS1	YKR084C
UBP11	YKR098C
AYT1	YLL063C
LDB18	YLL049W
SDH2	YLL041C
TPO1	YLL028W
KNS1	YLL019C
COX19	YLL018C-A
EMC6	YLL014W
YEH1	YLL012W
COX17	YLL009C
ORC3	YLL004W
SDO1	YLR022C
YLR036C	YLR036C
COX12	YLR038C
FRE8	YLR047C
EMA19	YLR050C
OSW2	YLR054C
MNL2	YLR057W
REX2	YLR059C
PER33	YLR064W
SPC3	YLR066W
FYV7	YLR068W
XYL2	YLR070C
RFU1	YLR073C
BUD20	YLR074C
EMP46	YLR080W
SUL2	YLR092W
ERG27	YLR100W
APC9	YLR102C
LCL2	YLR104W
CCW12	YLR110C
YLR112W	YLR112W
MSL5	YLR116W
TML25	YLR118C
YPS3	YLR121C
YLR123C	YLR123C
YLR140W	YLR140W
RMP1	YLR145W
SPE4	YLR146C
SMD3	YLR147C
YLR149C	YLR149C
ACS2	YLR153C
RNH203	YLR154C
ASP3-1	YLR155C
ASP3-2	YLR157C
ASP3-3	YLR158C
YLR159W	YLR159W
ASP3-4	YLR160C
YLR161W	YLR161W
UPS2	YLR168C
APS1	YLR170C
YLR171W	YLR171W
YLR173W	YLR173W
IDP2	YLR174W
TFS1	YLR178C
YLR179C	YLR179C
VTA1	YLR181C
EMG1	YLR186W
MMR1	YLR190W
PBA1	YLR199C
QRI5	YLR204W
HMX1	YLR205C
PNP1	YLR209C
COA4	YLR218C
IFH1	YLR223C
UCC1	YLR224W
YLR225C	YLR225C
BUR2	YLR226W
ADY4	YLR227C
YLR230W	YLR230W
THI7	YLR237W
CSC1	YLR241W
ARV1	YLR242C
SSP120	YLR250W
YLR252W	YLR252W
NDL1	YLR254C
YLR255C	YLR255C
BOP2	YLR267W
DCS1	YLR270W
CMG1	YLR271W
SMD2	YLR275W
YLR278C	YLR278C
YLR280C	YLR280C
RSO55	YLR281C
YLR282C	YLR282C
YLR283W	YLR283W
GSP1	YLR293C
ATP14	YLR295C
YHC1	YLR298C
ECM38	YLR299W
EXG1	YLR300W
ACO1	YLR304C
UBC12	YLR306W
CDA1	YLR307W
TMA10	YLR327C
MID2	YLR332W
ORM2	YLR350W
ATG33	YLR356W
ADE13	YLR359W
GRX8	YLR364W
STE23	YLR389C
COX8	YLR395C
CTR3	YLR411W
ATG23	YLR431C
TSR2	YLR435W
DIF1	YLR437C
CAR2	YLR438W
YLR446W	YLR446W
RIF2	YLR453C
FMP27	YLR454W
YLR456W	YLR456W
GAB1	YLR459W
ERO1	YML130C
MSC1	YML128C
TUB3	YML124C
NDI1	YML120C
BUL2	YML111W
UTP14	YML093W
AIM33	YML087C
ALO1	YML086C
TCB3	YML072C
ERV41	YML067C
SMA2	YML066C
HUG1	YML058W-A
PRM6	YML047C
AMD1	YML035C
NSE5	YML023C
APT1	YML022W
SPT5	YML010W
MRPL39	YML009C
HXT2	YMR011W
CLU1	YMR012W
YMR027W	YMR027W
HOF1	YMR032W
ARP9	YMR033W
YET2	YMR040W
ERB1	YMR049C
AAC1	YMR056C
SEG1	YMR086W
NPL6	YMR091C
AIP1	YMR092C
UTP15	YMR093W
SNO1	YMR095C
MUB1	YMR100W
MYO5	YMR109W
ASI1	YMR119W
YMR119W-A	YMR119W-A
DPI35	YMR130W
RRB1	YMR131C
FDO1	YMR144W
YMR153C-A	YMR153C-A
MLH1	YMR167W
EAR1	YMR171C
PAI3	YMR174C
SIP18	YMR175W
SPT21	YMR179W
RGM1	YMR182C
ADD37	YMR184W
HSC82	YMR186W
CIK1	YMR198W
YMR209C	YMR209C
EFR3	YMR212C
SCJ1	YMR214W
PEP5	YMR231W
FUS2	YMR232W
RNA1	YMR235C
BCH1	YMR237W
YHM2	YMR241W
COA6	YMR244C-A
FAA4	YMR246W
HOR7	YMR251W-A
COX7	YMR256C
RSN1	YMR266W
AEP2	YMR282C
HAS1	YMR290C
DYN3	YMR299C
ADE4	YMR300C
ATM1	YMR301C
ELP6	YMR312W
FET4	YMR319C
SNO2	YNL334C
SNZ2	YNL333W
THI12	YNL332W
SKP2	YNL311C
PUS4	YNL292W
MID1	YNL291C
RFC3	YNL290W
CAF120	YNL278W
GOR1	YNL274C
SEC2	YNL272C
PDR17	YNL264C
FOL1	YNL256W
YNL247W	YNL247W
POP1	YNL221C
ADE12	YNL220W
VID27	YNL212W
MER1	YNL210W
SRP1	YNL189W
IPI3	YNL182C
RHO5	YNL180C
NOP13	YNL175C
YNL174W	YNL174W
PGA1	YNL158W
MFA2	YNL145W
YNL134C	YNL134C
FYV6	YNL133C
KRE33	YNL132W
ESBP6	YNL125C
YNL122C	YNL122C
DCP2	YNL118C
YNL115C	YNL115C
RAS2	YNL098C
TCB2	YNL087W
END3	YNL084C
SWS2	YNL081C
MKS1	YNL076W
ARP5	YNL059C
COX5A	YNL052W
SFB2	YNL049C
YNL046W	YNL046W
BDP1	YNL039W
EFM6	YNL024C
PUB1	YNL016W
PBI2	YNL015W
SPO1	YNL012W
IDP3	YNL009W
DOM34	YNL001W
CIT1	YNR001C
SMM1	YNR015W
YNR021W	YNR021W
CPR8	YNR028W
HUB1	YNR032C-A
ABZ1	YNR033W
EGO4	YNR034W-A
ARC35	YNR035C
DBP6	YNR038W
LYS9	YNR050C
PUL3	YNR062C
HXT17	YNR072W
YOL163W	YOL163W
IMA2	YOL157C
HXT11	YOL156W
HPF1	YOL155C
GRE2	YOL151W
YOL150C	YOL150C
CTR9	YOL145C
PPM2	YOL141W
YOL134C	YOL134C
HRP1	YOL123W
PAP2	YOL115W
WRS1	YOL097C
SPO21	YOL091W
MSH2	YOL090W
HAL9	YOL089C
MPD2	YOL088C
MHF1	YOL086W-A
ATG34	YOL083W
ATP19	YOL077W-A
BRX1	YOL077C
MDM20	YOL076W
NUF2	YOL069W
GPD2	YOL059W
YOL057W	YOL057W
DDR2	YOL052C-A
GAL11	YOL051W
NOP12	YOL041C
PRE6	YOL038W
YOL036W	YOL036W
MDM38	YOL027C
PLB3	YOL011W
PFA4	YOL003C
HMS1	YOR032C
PEP12	YOR036W
HIR2	YOR038C
GLO4	YOR040W
CUE5	YOR042W
MSA1	YOR066W
NRT1	YOR071C
SKI7	YOR076C
PTC5	YOR090C
TMA46	YOR091W
DCS2	YOR173W
SER1	YOR184W
GSP2	YOR185C
YOR186W	YOR186W
THI72	YOR192C
PEX27	YOR193W
MCA1	YOR197W
BFR1	YOR198C
YOR199W	YOR199W
MRM1	YOR201C
RFC1	YOR217W
YOR218C	YOR218C
MCT1	YOR221C
ODC2	YOR222W
DSC3	YOR223W
MGE1	YOR232W
GCD1	YOR260W
RPN8	YOR261C
DSE3	YOR264W
RBL2	YOR265W
YTM1	YOR272W
HEM4	YOR278W
RDL1	YOR285W
YOR289W	YOR289W
RAX1	YOR301W
YOR302W	YOR302W
YOR309C	YOR309C
NOP58	YOR310C
PMT3	YOR321W
PRO2	YOR323C
YOR338W	YOR338W
UBC11	YOR339C
RPA190	YOR341W
MSC6	YOR354C
GDS1	YOR355W
CIR2	YOR356W
VTS1	YOR359W
NUD1	YOR373W
AMF1	YOR378W
YOR389W	YOR389W
YRF1-7	YPL283C
YPL278C	YPL278C
SAM3	YPL274W
PBI1	YPL272C
ATP15	YPL271W
ACM1	YPL267W
DIM1	YPL266W
KEL3	YPL263C
APM1	YPL259C
CIN2	YPL241C
CET1	YPL228W
ALG5	YPL227C
NEW1	YPL226W
FLC1	YPL221W
SRP72	YPL210C
RKM1	YPL208W
RPL7B	YPL198W
NAB3	YPL190C
TRE1	YPL176C
DAP1	YPL170W
AIM44	YPL158C
RPL5	YPL131W
PEX25	YPL112C
YPL088W	YPL088W
ELP3	YPL086C
BRO1	YPL084W
TIM50	YPL063W
ALD6	YPL061W
OAZ1	YPL052W
TRM44	YPL030W
SKS1	YPL026C
MET12	YPL023C
VTC3	YPL019C
CTF19	YPL018W
IRC15	YPL017C
RQC2	YPL009C
PDH1	YPR002W
YPR015C	YPR015C
ATP20	YPR020W
ERV2	YPR037C
TAH18	YPR048W
SEC8	YPR055W
TFB4	YPR056W
BRR1	YPR057W
NOT5	YPR072W
YPR078C	YPR078C
MDM36	YPR083W
RDS3	YPR094W
TMH18	YPR098C
PIS1	YPR113W
SUE1	YPR151C
TDA6	YPR157W
MRP2	YPR166C
AQY1	YPR192W
FUN12	YAL035W
SNC1	YAL030W
RFA1	YAR007C
ADE1	YAR015W
YAR053W	YAR053W
YAR061W	YAR061W
YAR066W	YAR066W
IMD1	YAR073W
MAP2	YBL091C
PRS4	YBL068W
CMC2	YBL059C-A
IAI11	YBL059W
SHP1	YBL058W
YBL029C-A	YBL029C-A
NCL1	YBL024W
ACH1	YBL015W
ECM15	YBL001C
GAL10	YBR019C
FAT1	YBR041W
TAT1	YBR069C
YBR075W	YBR075W
ECM8	YBR076W
AAC3	YBR085W
POL30	YBR088C
COA3	YJL062W-A
TDH1	YJL052W
UBX6	YJL048C
ECM19	YLR390W
YBR298C-A	YBR298C-A
MHF2	YDL160C-A
LYS20	YDL182W
YG7C-A	YGL007C-A
YHL048C-A	YHL048C-A
CMI7	YIL002W-A
MCO6	YJL127C-B
RRT15	YLR162W-A
YLR361C-A	YLR361C-A
YLR406C-A	YLR406C-A
YSF3	YNL138W-A
YNL277W-A	YNL277W-A
YNL146C-A	YNL146C-A
HXT12	YIL170W
YOL038C-A	YOL038C-A
MCO10	YOR020W-A
YOR343W-A	YOR343W-A
YAL063C-A	YAL063C-A
YBL101W-A	YBL101W-A
YCL020W	YCL020W
YGR174W-A	YGR174W-A
YPR159C-A	YPR159C-A
RAD16	YBR114W
MEC1	YBR136W
IRA1	YBR140C
YSW1	YBR148W
TOS1	YBR162C
PRD1	YCL057W
SRO9	YCL037C
SRD1	YCR018C
RHB1	YCR027C
PAT1	YCR077C
CDC39	YCR093W
SOR2	YDL246C
YDL177C	YDL177C
DUN1	YDL101C
YDL011C	YDL011C
MCD1	YDL003W
SNQ2	YDR011W
RAD61	YDR014W
REG1	YDR028C
ENA2	YDR039C
ENA1	YDR040C
VBA4	YDR119W
YCF1	YDR135C
VHS1	YDR247W
DIN7	YDR263C
NKP1	YDR383C
PDR15	YDR406W
YHP1	YDR451C
PLM2	YDR501W
SIT1	YEL065W
PCL6	YER059W
GPP2	YER062C
ICL1	YER065C
RRT13	YER066W
YER079W	YER079W
PUP3	YER094C
RAD51	YER095W
DSE1	YER124C
RSP5	YER125W
YER138W-A	YER138W-A
YER158C	YER158C
YFL068W	YFL068W
ACT1	YFL039C
RPO41	YFL036W
FAR7	YFR008W
ZRT1	YGL255W
MDS3	YGL197W
RAD54	YGL163C
RRT6	YGL146C
MRF1	YGL143C
HUL5	YGL141W
CWC23	YGL128C
MON1	YGL124C
CLD1	YGR110W
MEP1	YGR121C
FHN1	YGR131W
GPC1	YGR149W
YCH1	YGR203W
TOS2	YGR221C
MGA1	YGR249W
GND2	YGR256W
BUD32	YGR262C
YGR266W	YGR266W
RRF1	YHR038W
WSS1	YHR134W
SKG6	YHR149C
YHR173C	YHR173C
YHR219W	YHR219W
FLX1	YIL134W
MSL1	YIR009W
YIR042C	YIR042C
CDC6	YJL194W
ATG36	YJL185C
PFD1	YJL179W
YJL119C	YJL119C
ANB1	YJR047C
YJR098C	YJR098C
MGM101	YJR144W
RAD27	YKL113C
CWP2	YKL096W-A
MIF2	YKL089W
YKL075C	YKL075C
PRI2	YKL045W
CAP1	YKL007W
YKR015C	YKR015C
GCN3	YKR026C
GMH1	YKR030W
MRPL20	YKR085C
AQY2	YLL052C
GRC3	YLL035W
MMM1	YLL006W
GAT3	YLR013W
ADE16	YLR028C
YLR031W	YLR031W
YLR042C	YLR042C
YLR046C	YLR046C
CDC45	YLR103C
YLR111W	YLR111W
TIS11	YLR136C
RKM5	YLR137W
YKE2	YLR200W
ATG38	YLR211C
CPR6	YLR216C
YLR217W	YLR217W
EST1	YLR233C
YEF3	YLR249W
RED1	YLR263W
FKS1	YLR342W
TAL1	YLR354C
BLS1	YLR408C
TDA5	YLR426W
MAG2	YLR427W
CUE4	YML101C
YML082W	YML082W
CAT2	YML042W
PLB2	YMR006C
SPO20	YMR017W
UBC7	YMR022W
ATG16	YMR159C
ALD3	YMR169C
GYL1	YMR192W
VTI1	YMR197C
DML1	YMR211W
SKY1	YMR216C
UBP8	YMR223W
MRPL44	YMR225C
MTF1	YMR228W
TAF9	YMR236W
TRM732	YMR259C
LIP1	YMR298W
YRF1-6	YNL339C
COS1	YNL336W
CAF40	YNL288W
WSC2	YNL283C
VPS75	YNL246W
ELA1	YNL230C
MLS1	YNL117W
POL1	YNL102W
NIS1	YNL078W
APJ1	YNL077W
MTQ1	YNL063W
OCA2	YNL056W
YIP3	YNL044W
YNL043C	YNL043C
PET494	YNR045W
PDR18	YNR070W
ZPS1	YOL154W
RRP40	YOL142W
TPT1	YOL102C
COQ3	YOL096C
GPM3	YOL056W
NGL1	YOL042W
ESC8	YOL017W
RCL1	YOL010W
COQ10	YOL008W
PET127	YOR017W
YOR024W	YOR024W
STI1	YOR027W
UFE1	YOR075W
TFC7	YOR110W
YOR111W	YOR111W
TRS33	YOR115C
YOR131C	YOR131C
ISN1	YOR155C
SWT1	YOR166C
LCB4	YOR171C
MED4	YOR174W
MPC54	YOR177C
SYC1	YOR179C
TOA1	YOR194C
AIM41	YOR215C
CLP1	YOR250C
TUM1	YOR251C
MRS6	YOR370C
FIT3	YOR383C
FEX1	YOR390W
HSP33	YOR391C
PAU22	YPL282C
ERR2	YPL281C
HSP32	YPL280W
PLC1	YPL268W
YPL264C	YPL264C
FUM1	YPL262W
YPL257W	YPL257W
IQG1	YPL242C
PCL8	YPL219W
THI6	YPL214C
LEA1	YPL213W
YIG1	YPL201C
YPL191C	YPL191C
GUP2	YPL189W
POS5	YPL188W
TCO89	YPL180W
NIP	YPL174C
MRPL40	YPL173W
COX10	YPL172C
MEX67	YPL169C
ATG29	YPL166W
SET6	YPL165C
MLH3	YPL164C
CDC60	YPL160W
TGS1	YPL157W
PEP4	YPL154C
RRD2	YPL152W
GIP3	YPL137C
KAP120	YPL125W
MRP51	YPL118W
GDE1	YPL110C
FMP30	YPL103C
MSY1	YPL097W
NOG1	YPL093W
SEC16	YPL085W
MOT1	YPL082C
YTA6	YPL074W
SUR1	YPL057C
LCL1	YPL056C
VPS16	YPL045W
SUV3	YPL029W
SMA1	YPL027W
RAD1	YPL022W
ULP1	YPL020C
HST2	YPL015C
TFC8	YPL007C
AEP3	YPL005W
ULA1	YPL003W
HAT1	YPL001W
CIT3	YPR001W
YP3C	YPR003C
DSS4	YPR017C
RLF2	YPR018W
SDD4	YPR022C
ATH1	YPR026W
YPR027C	YPR027C
CSR2	YPR030W
HTS1	YPR033C
VMA13	YPR036W
RPL43A	YPR043W
ASA1	YPR085C
SUA7	YPR086W
CLB5	YPR120C
RPS23B	YPR132W
MEP3	YPR138C
TPO3	YPR156C
ORC4	YPR162C
NUT2	YPR168W
YPR174C	YPR174C
DPB2	YPR175W
AOS1	YPR180W
SEC23	YPR181C
YAT1	YAR035W
YAR068W	YAR068W
YBL077W	YBL077W
UBP13	YBL067C
KIP1	YBL063W
YBL029W	YBL029W
RRN10	YBL025W
YBL010C	YBL010C
HTB2	YBL002W
EDS1	YBR033W
CHS2	YBR038W
QDR3	YBR043C
ALG14	YBR070C
YBR071W	YBR071W
YJL045W	YJL045W
PAU8	YAL068C
YAL065C	YAL065C
YAL064W-B	YAL064W-B
FLO9	YAL063C
NHP6B	YBR089C-A
TIM12	YBR091C
PBY1	YBR094W
RXT2	YBR095C
YBR096W	YBR096W
VPS15	YBR097W
MMS4	YBR098W
YBR099C	YBR099C
EXO84	YBR102C
SIF2	YBR103W
YBR103C-A	YBR103C-A
YMC2	YBR104W
VID24	YBR105C
SND3	YBR106W
IML3	YBR107C
AIM3	YBR108W
CMD1	YBR109C
ALG1	YBR110W
YSA1	YBR111C
CYC8	YBR112C
TKL2	YBR117C
MUD1	YBR119W
GRS1	YBR121C
MRPL36	YBR122C
TFC1	YBR123C
PTC4	YBR125C
TPS1	YBR126C
VMA2	YBR127C
CCZ1	YBR131W
AGP2	YBR132C
YBR138C	YBR138C
ATG42	YBR139W
BMT2	YBR141C
MAK5	YBR142W
MRPS9	YBR146W
APD1	YBR151W
SPP381	YBR152W
RIB7	YBR153W
RPB5	YBR154C
CNS1	YBR155W
SLI15	YBR156C
AMN1	YBR158W
IFA38	YBR159W
CDC28	YBR160W
YSY6	YBR162W-A
EXO5	YBR163W
UBS1	YBR165W
POP7	YBR167C
PEX32	YBR168W
NPL4	YBR170C
SMY2	YBR172C
UMP1	YBR173C
SWD3	YBR175W
ECM31	YBR176W
EHT1	YBR177C
FZO1	YBR179C
YBR184W	YBR184W
MBA1	YBR185C
YBR190W	YBR190W
RPL21A	YBR191W
RIM2	YBR192W
MED8	YBR193C
MSI1	YBR195C
YBR197C	YBR197C
KTR4	YBR199W
BEM1	YBR200W
MCM7	YBR202W
YBR206W	YBR206W
FTH1	YBR207W
ERV15	YBR210W
AME1	YBR211C
NGR1	YBR212W
HPC2	YBR215W
YBP1	YBR216C
ATG12	YBR217W
PYC2	YBR218C
YBR220C	YBR220C
PDB1	YBR221C
PCS60	YBR222C
YBR225W	YBR225W
MCX1	YBR227C
SLX1	YBR228W
ROT2	YBR229C
OM14	YBR230C
SWC5	YBR231C
PBP2	YBR233W
ARC40	YBR234C
VHC1	YBR235W
ABD1	YBR236C
PRP5	YBR237W
YBR238C	YBR238C
ERT1	YBR239C
YBR242W	YBR242W
ALG7	YBR243C
ISW1	YBR245C
RRT2	YBR246W
ENP1	YBR247C
HIS7	YBR248C
ARO4	YBR249C
MRPS5	YBR251W
DUT1	YBR252W
MTC4	YBR255W
RCF3	YBR255C-A
POP4	YBR257W
YBR259W	YBR259W
RGD1	YBR260C
TAE1	YBR261C
SHM1	YBR263W
REI1	YBR267W
MRPL37	YBR268W
SDH8	YBR269C
UBX7	YBR273C
CHK1	YBR274W
RIF1	YBR275C
PPS1	YBR276C
DPB3	YBR278W
PAF1	YBR279W
SAF1	YBR280C
DUG2	YBR281C
APE3	YBR286W
YBR287W	YBR287W
SNF5	YBR289W
CTP1	YBR291C
VBA2	YBR293W
MAL31	YBR298C
PAU24	YBR301W
COS2	YBR302C
YCL068C	YCL068C
HMLALPHA2	YCL067C
VAC17	YCL063W
MRC1	YCL061C
KRR1	YCL059C
PBN1	YCL052C
LRE1	YCL051W
POF1	YCL047C
EMC1	YCL045C
MGR1	YCL044C
PDI1	YCL043C
GID7	YCL039W
GFD2	YCL036W
GRX1	YCL035C
LSB5	YCL034W
MXR2	YCL033C
STE50	YCL032W
BIK1	YCL029C
RNQ1	YCL028W
AGP1	YCL025C
KCC4	YCL024W
DCC1	YCL016C
BUD3	YCL014W
GBP2	YCL011C
SGF29	YCL010C
STP22	YCL008C
LDB16	YCL005W
PGS1	YCL004W
YC2C	YCL002C
RER1	YCL001W
CDC10	YCR002C
MRPL32	YCR003W
YCP4	YCR004C
YC6C	YCR006C
YC7C	YCR007C
SAT4	YCR008W
ADP1	YCR011C
POL4	YCR014C
YCR016W	YCR016W
CWH43	YCR017C
YCR018C-A	YCR018C-A
MAK32	YCR019W
HTL1	YCR020W-B
YCR023C	YCR023C
SLM5	YCR024C
PMP1	YCR024C-A
YCR025C	YCR025C
NPP1	YCR026C
FEN2	YCR028C
RIM1	YCR028C-A
SYP1	YCR030C
RPS14A	YCR031C
SNT1	YCR033W
ELO2	YCR034W
RRP43	YCR035C
RBK1	YCR036W
PHO87	YCR037C
BUD5	YCR038C
MATALPHA2	YCR039C
TAF2	YCR042C
PER1	YCR044C
IMG1	YCR046C
YCR051W	YCR051W
THR4	YCR053W
CTR86	YCR054C
TAH1	YCR060W
BUD31	YCR063W
RAD18	YCR066W
SED4	YCR067C
CPR4	YCR069W
RSA4	YCR072C
SSK22	YCR073C
ERS1	YCR075C
FUB1	YCR076C
PTC6	YCR079W
SRB8	YCR081W
CSM1	YCR086W
YCR087C-A	YCR087C-A
YCR090C	YCR090C
KIN82	YCR091W
MSH3	YCR092C
CDC50	YCR094W
OCA4	YCR095C
HMRA2	YCR096C
YCR099C	YCR099C
YCR101C	YCR101C
YDL247W-A	YDL247W-A
YDL240C-A	YDL240C-A
YPD1	YDL235C
OST4	YDL232W
HBT1	YDL223C
NHP2	YDL208W
GGC1	YDL198C
SEC31	YDL195W
YDL180W	YDL180W
AIR2	YDL175C
GLT1	YDL171C
DHH1	YDL160C
NOP14	YDL148C
RPN5	YDL147W
COP1	YDL145C
YDL144C	YDL144C
RPO21	YDL140C
ARF2	YDL137W
CDC53	YDL132W
RPP1B	YDL130W
CDC48	YDL126C
HNT1	YDL125C
UBP1	YDL122W
NUP84	YDL116W
YDL114W-A	YDL114W-A
RRP42	YDL111C
RPN6	YDL097C
PMT1	YDL095W
UBX3	YDL091C
YDL085C-A	YDL085C-A
PSA1	YDL055C
PBP4	YDL053C
SLC1	YDL052C
SLM3	YDL033C
DBP10	YDL031W
PRP9	YDL030W
MPS1	YDL028C
MRX9	YDL027C
OSH2	YDL019C
ERP3	YDL018C
CDC7	YDL017W
TSC13	YDL015C
SLX5	YDL013W
GRX6	YDL010W
APC11	YDL008W
RPT2	YDL007W
PTC1	YDL006W
MED2	YDL005C
NHP10	YDL002C
YRB1	YDR002W
RPL4B	YDR012W
DAD1	YDR016C
RPS11A	YDR025W
VPS54	YDR027C
PST2	YDR032C
MRH1	YDR033W
YDR034C-A	YDR034C-A
ARO3	YDR035W
KRS1	YDR037W
HEM12	YDR047W
TPI1	YDR050C
LCB2	YDR062W
RPS13	YDR064W
RTR2	YDR066C
TFB5	YDR079C-A
ARX1	YDR101C
KIN1	YDR122W
ARO1	YDR127W
SAC6	YDR129C
CCW22	YDR134C
DOP1	YDR141C
GIR2	YDR152W
ENT5	YDR153C
HOM2	YDR158W
ACL4	YDR161W
NBP2	YDR162C
CWC15	YDR163W
TRM82	YDR165W
SEC5	YDR166C
CDC37	YDR168W
STB3	YDR169C
SEC7	YDR170C
SUP35	YDR172W
ARG82	YDR173C
RSM24	YDR175C
NGG1	YDR176W
CSN9	YDR179C
NVJ3	YDR179W-A
SCC2	YDR180W
SAS4	YDR181C
ATC1	YDR184C
UPS3	YDR185C
SND1	YDR186C
CCT6	YDR188W
SLY1	YDR189W
HST4	YDR191W
NUP42	YDR192C
MSS116	YDR194C
REF2	YDR195W
CAB5	YDR196C
CBS2	YDR197W
RKM2	YDR198C
VPS64	YDR200C
SPC19	YDR201W
RAV2	YDR202C
COQ4	YDR204W
MSC2	YDR205W
EBS1	YDR206W
MSS4	YDR208W
GCD6	YDR211W
TCP1	YDR212W
AHA1	YDR214W
MFB1	YDR219C
GTB1	YDR221W
ADK1	YDR226W
PCF11	YDR228C
HEM1	YDR232W
RTN1	YDR233C
LYS4	YDR234W
PRP42	YDR235W
MRPL7	YDR237W
SNU56	YDR240C
PRP28	YDR243C
PEX5	YDR244W
MNN10	YDR245W
TRS23	YDR246W
YDR248C	YDR248C
YDR249C	YDR249C
PAM1	YDR251W
BTT1	YDR252W
CHL4	YDR254W
RMD5	YDR255C
RKM4	YDR257C
HSP78	YDR258C
YAP6	YDR259C
SWM1	YDR260C
YDR262W	YDR262W
PEX10	YDR265W
HEL2	YDR266C
CIA1	YDR267C
MSW1	YDR268W
CCC2	YDR270W
YDR271C	YDR271C
GLO2	YDR272W
DON1	YDR273W
BSC2	YDR275W
PMP3	YDR276C
MTH1	YDR277C
RRP45	YDR280W
MRX10	YDR282C
GCN2	YDR283C
DPP1	YDR284C
ZIP1	YDR285W
MGP12	YDR286C
INM2	YDR287W
NSE3	YDR288W
RTT103	YDR289C
HRQ1	YDR291W
SSD1	YDR293C
HDA2	YDR295C
MHR1	YDR296W
SUR2	YDR297W
ATP5	YDR298C
BFR2	YDR299W
PRO1	YDR300C
CFT1	YDR301W
GPI11	YDR302W
RSC3	YDR303C
CPR5	YDR304C
HNT2	YDR305C
YDR306C	YDR306C
PMT7	YDR307W
SRB7	YDR308C
TFB1	YDR311W
SSF2	YDR312W
PIB1	YDR313C
RAD34	YDR314C
IPK1	YDR315C
OMS1	YDR316W
MCM21	YDR318W
YFT2	YDR319C
SWA2	YDR320C
DAD4	YDR320C-A
ASP1	YDR321W
MRPL35	YDR322W
PEP7	YDR323C
YCG1	YDR325W
YSP2	YDR326C
YDR327W	YDR327W
SKP1	YDR328C
UBX5	YDR330W
GPI8	YDR331W
IRC3	YDR332W
RQC1	YDR333C
SWR1	YDR334W
MSN5	YDR335W
MRX8	YDR336W
MRPS28	YDR337W
YDR338C	YDR338C
YDR341C	YDR341C
HXT6	YDR343C
MRP1	YDR347W
PAL1	YDR348C
YPS7	YDR349C
SBE2	YDR351W
YPQ2	YDR352W
TRP4	YDR354W
SPC110	YDR356W
CNL1	YDR357C
GGA1	YDR358W
EAF1	YDR359C
BCP1	YDR361C
TFC6	YDR362C
ESC2	YDR363W
CDC40	YDR364C
KEI1	YDR367W
YPR1	YDR368W
VPS74	YDR372C
FRQ1	YDR373W
BCS1	YDR375C
ARH1	YDR376W
ATP17	YDR377W
RGA2	YDR379W
ARO10	YDR380W
YRA1	YDR381W
COI1	YDR381C-A
RPP2B	YDR382W
ATO3	YDR384C
EFT2	YDR385W
MUS81	YDR386W
CIN10	YDR387C
RVS167	YDR388W
SAC7	YDR389W
UBA2	YDR390C
SPT3	YDR392W
SHE9	YDR393W
RPT3	YDR394W
SXM1	YDR395W
NCB2	YDR397C
UTP5	YDR398W
URH1	YDR400W
